accession,benchmark_type,Domain,Phylum,Class,Order,Family,Genus,Species,num_seqs,sum_len,min_len,avg_len,max_len,genome_size
GB_GCA_025147485.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,3789,1401963,30,370,1981,4629452
GB_GCA_025151535.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella copri,2818,959161,30,340.4,2513,3325514
RS_GCF_000011065.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,4944,1885419,30,381.4,2184,6293399
RS_GCF_000012825.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,4218,1537182,30,364.4,1893,5163189
RS_GCF_000025925.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella ruminicola,3046,1113694,30,365.6,3673,3619559
RS_GCF_000025985.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,4352,1557318,30,357.8,1958,5241700
RS_GCF_000144405.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella melaninogenica,2464,871546,30,353.7,3097,3168282
RS_GCF_000146675.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella marshii,2193,724877,30,330.5,2520,2559358
RS_GCF_000154845.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprocola,3850,1261166,23,327.6,2184,4300117
RS_GCF_000156195.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,4148,1461157,21,352.3,2240,4892401
RS_GCF_000157915.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,3428,1142608,26,333.3,2022,4041504
RS_GCF_000158035.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,5161,1978899,24,383.4,2489,6870144
RS_GCF_000160535.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella bergensis,2712,934590,21,344.6,2548,3273670
RS_GCF_000172175.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis,4721,1832864,30,388.2,2485,6052596
RS_GCF_000177075.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella buccalis,2632,882496,20,335.3,2543,3033961
RS_GCF_000184945.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella buccae,2638,942226,28,357.2,2564,3284105
RS_GCF_000185145.2,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella oralis,2347,837341,30,356.8,2527,2839537
RS_GCF_000185845.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella salivae,2684,888434,30,331,3092,3274581
RS_GCF_000186225.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides helcogenes,3359,1201866,30,357.8,1955,3998906
RS_GCF_000187895.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,3660,1341651,28,366.6,2184,4421924
RS_GCF_000190575.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola salanitronis,3782,1262113,30,333.7,1944,4308663
RS_GCF_000191065.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella multiformis,2478,841483,22,339.6,2997,3057407
RS_GCF_000195635.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fluxus,3621,1308646,21,361.4,2041,4330716
RS_GCF_000210075.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,4754,1721510,30,362.1,2046,5976145
RS_GCF_000218235.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella multisaccharivorax,2948,1004589,30,340.8,2514,3388644
RS_GCF_000220235.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella nigrescens,2244,748726,26,333.7,2537,2669193
RS_GCF_000220255.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella pallens,2579,845071,24,327.7,3315,3127600
RS_GCF_000235885.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella stercorea,2688,902713,22,335.8,2563,3097322
RS_GCF_000262545.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella bivia,2142,727628,30,339.7,2073,2521238
RS_GCF_000312445.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola abscessus,2086,757298,30,363,1922,2536876
RS_GCF_000315485.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides oleiciplenus,5532,2141774,20,387.2,2470,7087734
RS_GCF_000373185.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella paludivivens,2798,1019163,21,364.2,2477,3455832
RS_GCF_000374365.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides gallinarum,4342,1459027,21,336,2046,4917576
RS_GCF_000374585.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,3067,1078855,29,351.8,2042,3619906
RS_GCF_000377625.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella veroralis,2437,809904,23,332.3,2494,2845746
RS_GCF_000378085.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella loescheii,2840,966939,30,340.5,2565,3508589
RS_GCF_000378745.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella amnii,2050,697688,26,340.3,2083,2391937
RS_GCF_000379965.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella nanceiensis,2068,761417,30,368.2,2510,2650108
RS_GCF_000381365.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,4148,1584976,30,382.1,3132,5315450
RS_GCF_000382385.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella maculosa,2806,967708,22,344.9,2492,3314235
RS_GCF_000382445.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,3964,1358898,24,342.8,5408,4646209
RS_GCF_000426565.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella albensis,2286,802577,24,351.1,2509,2668851
RS_GCF_000426585.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella baroniae,2519,927290,27,368.1,2727,3128717
RS_GCF_000428105.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides pyogenes,2895,1002989,26,346.5,1999,3427038
RS_GCF_000430525.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella corporis,2506,803088,20,320.5,3350,2800206
RS_GCF_000455445.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella timonensis,2700,905203,27,335.3,3286,3217068
RS_GCF_000517545.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides reticulotermitis,5117,1579783,22,308.7,1922,5365278
RS_GCF_000585355.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella oryzae,2632,985441,30,374.4,2498,3287991
RS_GCF_000613345.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella disiens,2749,807283,20,293.7,2537,2797134
RS_GCF_000613405.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella enoeca,2841,815083,23,286.9,1834,2784020
RS_GCF_000613445.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella shahii,3392,950712,20,280.3,1900,3489881
RS_GCF_000613725.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella pleuritidis,2383,745895,23,313,2455,2560108
RS_GCF_000613785.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella oulorum,2855,830143,25,290.8,2296,2827758
RS_GCF_000613805.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola paurosaccharolyticus,3022,1034513,22,342.3,2902,3430348
RS_GCF_000613925.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella histicola,2625,828204,30,315.5,2927,2949807
RS_GCF_000613945.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella falsenii,2653,790070,23,297.8,1810,2800241
RS_GCF_000614025.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella aurantiaca,2824,843124,21,298.6,2525,3002170
RS_GCF_000614065.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella dentasini,2510,708966,30,282.5,1863,2546609
RS_GCF_000614105.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella micans,2329,698222,23,299.8,2245,2426740
RS_GCF_000614125.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides rodentium,4993,1456252,24,291.7,1432,4884492
RS_GCF_000614145.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecichinchillae,4590,1398843,20,304.8,1899,4782583
RS_GCF_000614185.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,5377,1579932,20,293.8,2041,5290373
RS_GCF_000614205.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella saccharolytica,2762,850876,29,308.1,2664,2975513
RS_GCF_000621725.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella brevis,2772,1064826,30,384.1,3819,3492520
RS_GCF_001262015.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella fusca,2737,885740,30,323.6,2521,3261806
RS_GCF_001275135.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella rara,3110,1066091,22,342.8,3667,3788330
RS_GCF_001314995.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,4916,1960540,30,398.8,2058,6472489
RS_GCF_001688725.2,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecimuris,4078,1434277,30,351.7,2011,4839927
RS_GCF_001953955.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella intermedia,2288,759656,30,332,2526,2674170
RS_GCF_002222615.2,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,3676,1376437,30,374.4,1984,4570803
RS_GCF_002998435.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides zoogleoformans,2791,995611,30,356.7,2053,3361794
RS_GCF_003096815.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella colorans,2585,845797,22,327.2,2564,2936680
RS_GCF_003865075.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecalis,5023,1674759,29,333.4,1898,5771427
RS_GCF_004342845.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides heparinolyticus,3079,1077755,22,350,2286,3643328
RS_GCF_004535825.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella hominis,3576,1190437,23,332.9,3235,4105402
RS_GCF_008016795.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella brunnea,2306,744654,20,322.9,4199,2585079
RS_GCF_009193295.2,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides luhongzhouii,4405,1738951,30,394.8,1990,5760088
RS_GCF_009193325.2,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides zhangwenhongii,4252,1619080,30,380.8,2225,5320612
RS_GCF_009695775.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella mizrahii,3207,1131427,22,352.8,4012,3920788
RS_GCF_009728485.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella vespertina,2347,806389,30,343.6,2494,2818117
RS_GCF_013009555.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,4631,1678379,30,362.4,1893,5625488
RS_GCF_013618865.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola faecicola,3929,1345038,20,342.3,2048,4547551
RS_GCF_017347605.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella herbatica,2750,1026960,30,373.4,2505,3524789
RS_GCF_017426725.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella illustrans,2560,910339,22,355.6,2499,3088950
RS_GCF_018127785.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella scopos,2662,916984,30,344.5,3071,3304345
RS_GCF_018390535.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides propionicigenes,3521,1244375,26,353.4,1936,4109798
RS_GCF_019973375.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella lacticifex,3343,1179532,22,352.8,4372,4189628
RS_GCF_022024235.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella bryantii,2927,1073167,30,366.6,4129,3630414
RS_GCF_024054555.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella cerevisiae,2668,944065,23,353.8,1855,3288379
RS_GCF_024623065.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides acidifaciens,4169,1445788,23,346.8,2670,4849831
RS_GCF_900079775.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella lascolaii,3235,1057342,30,326.8,2536,3765112
RS_GCF_900106755.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,4753,1780446,24,374.6,2035,5959374
RS_GCF_900129655.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides clarus,3083,1137817,28,369.1,1962,3748808
RS_GCF_900142015.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercorirosoris,4996,1892387,23,378.8,2490,6268181
RS_GCF_900187995.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella jejuni,2946,981165,22,333,2521,3646938
RS_GCF_900454835.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella denticola,2579,899065,30,348.6,3087,3171703
RS_GCF_900637655.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella oris,2722,909987,30,334.3,2497,3168212
RS_GCF_000373265.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter roseus,4002,1326300,30,331.4,3044,4581480
RS_GCF_000382225.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter aerophilus,3751,1211693,26,323,2498,4253037
RS_GCF_000420705.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter norwichensis,4989,1733766,30,347.5,3148,6008309
RS_GCF_000576555.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter swuensis,4496,1522152,30,338.6,2483,5252070
RS_GCF_000972495.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter terrenus,5633,1783222,21,316.6,2761,6356977
RS_GCF_000973725.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter korlensis,4713,1572179,30,333.6,3831,5462537
RS_GCF_001507645.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sedentarius,3994,1402476,30,351.1,4239,4868852
RS_GCF_001611675.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter akesuensis,4109,1379683,30,335.8,3597,4829559
RS_GCF_001816125.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter coccineus,5349,1608655,20,300.7,2629,5700921
RS_GCF_001816145.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter lapidarius,4184,1339299,20,320.1,2512,4662079
RS_GCF_001816165.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter glacialis,3679,1217195,20,330.8,3076,4231675
RS_GCF_001907195.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter flavimaris,3910,1302455,30,333.1,3365,4623791
RS_GCF_002154225.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter crusticola,5991,2079774,22,347.1,2916,7293861
RS_GCF_002204745.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter amundsenii,4134,1302430,21,315.1,2488,4582236
RS_GCF_002797555.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter chitinivorans,4913,1693621,30,344.7,2529,5870407
RS_GCF_002846395.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter ramchanderi,3854,1298937,23,337,3445,4430618
RS_GCF_003054055.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter mucosus,4419,1479072,20,334.7,3341,5231950
RS_GCF_003096355.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter virosus,4284,1415421,26,330.4,3919,4884877
RS_GCF_003149515.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter nivis,4452,1413781,31,317.6,2523,5027597
RS_GCF_003231285.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sediminis,4856,1569457,25,323.2,2863,5483332
RS_GCF_003284895.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter arcticus,3271,1095271,32,334.8,2615,3773432
RS_GCF_003367245.1,All approaches,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter diazotrophicus,5491,1809442,20,329.5,7403,6396889
